"purchase-date";"valid-count";"valid-price";"valid-cost";"no-price-quant-count";"no-cost-count";"no-cost-price";"no-ord-track-nr-count";"no-ord-track-nr-price";"no-ord-track-nr-cost";"profit"
"2020-08-24";0;"0,00";"0,00";0;1;"67,10";11;"502,82";"312,48";"190,34"
"2020-08-25";0;"0,00";"0,00";0;3;"158,38";8;"577,81";"366,92";"210,89"
"2020-08-26";0;"0,00";"0,00";0;1;"30,30";3;"154,35";"114,41";"39,94"
"2020-08-27";0;"0,00";"0,00";0;12;"385,31";10;"422,38";"280,86";"141,52"
"2020-08-28";0;"0,00";"0,00";0;0;"0,00";10;"449,56";"284,10";"165,46"
"2020-08-29";0;"0,00";"0,00";0;1;"78,48";9;"374,27";"209,00";"165,27"
"2020-08-30";0;"0,00";"0,00";0;1;"16,76";3;"189,50";"133,25";"56,25"
"2020-08-31";0;"0,00";"0,00";0;0;"0,00";5;"190,47";"113,03";"77,44"
"2020-09-01";0;"0,00";"0,00";0;0;"0,00";6;"202,63";"131,32";"71,31"
"2020-09-02";0;"0,00";"0,00";0;3;"135,39";6;"217,04";"117,70";"99,34"
"2020-09-03";0;"0,00";"0,00";0;1;"62,87";3;"80,84";"37,68";"43,16"
"2020-09-04";0;"0,00";"0,00";0;1;"47,07";3;"108,74";"73,06";"35,68"
"2020-09-05";0;"0,00";"0,00";0;0;"0,00";4;"253,36";"128,50";"124,86"
"2020-09-08";0;"0,00";"0,00";0;0;"0,00";1;"39,08";"25,02";"14,06"
"2020-09-10";0;"0,00";"0,00";0;1;"16,69";0;"0,00";"0,00";"0,00"
"2020-09-14";0;"0,00";"0,00";0;0;"0,00";1;"121,05";"66,57";"54,48"
"2020-09-16";0;"0,00";"0,00";0;0;"0,00";1;"91,82";"43,98";"47,84"
"2020-09-18";0;"0,00";"0,00";0;0;"0,00";1;"39,56";"17,98";"21,58"
"2020-09-19";0;"0,00";"0,00";0;0;"0,00";1;"18,57";"6,54";"12,03"
"2020-09-20";0;"0,00";"0,00";0;1;"74,76";0;"0,00";"0,00";"0,00"
"2020-09-26";0;"0,00";"0,00";0;0;"0,00";2;"77,24";"46,86";"30,38"
"2020-09-27";0;"0,00";"0,00";0;1;"119,44";3;"202,86";"114,13";"88,73"
"2020-09-29";0;"0,00";"0,00";0;1;"66,57";5;"125,96";"76,31";"49,65"
"2020-10-01";0;"0,00";"0,00";0;3;"112,15";0;"0,00";"0,00";"0,00"
"2020-10-02";0;"0,00";"0,00";0;2;"49,50";1;"37,39";"21,97";"15,42"
"2020-10-03";0;"0,00";"0,00";0;0;"0,00";6;"194,41";"120,29";"74,12"
"2020-10-04";0;"0,00";"0,00";0;0;"0,00";2;"41,99";"25,58";"16,41"
"2020-10-05";0;"0,00";"0,00";0;0;"0,00";1;"70,93";"50,88";"20,05"
"2020-10-06";0;"0,00";"0,00";0;4;"163,35";2;"52,95";"32,00";"20,95"
"2020-10-07";0;"0,00";"0,00";0;0;"0,00";1;"63,41";"48,95";"14,46"
"2020-10-08";0;"0,00";"0,00";0;0;"0,00";2;"30,81";"15,19";"15,62"
"2020-10-10";0;"0,00";"0,00";0;0;"0,00";1;"208,22";"151,52";"56,70"
"2020-10-11";0;"0,00";"0,00";0;1;"85,29";3;"59,43";"35,28";"24,15"
"2020-10-12";0;"0,00";"0,00";0;0;"0,00";1;"44,93";"31,56";"13,37"
"2020-10-14";0;"0,00";"0,00";0;0;"0,00";1;"70,35";"34,15";"36,20"
"2020-10-15";0;"0,00";"0,00";0;1;"23,90";1;"28,34";"18,67";"9,67"
"2020-10-17";0;"0,00";"0,00";0;0;"0,00";1;"85,29";"65,00";"20,29"
"2020-10-18";0;"0,00";"0,00";0;0;"0,00";1;"14,21";"6,89";"7,32"
"2020-10-19";0;"0,00";"0,00";0;1;"88,79";0;"0,00";"0,00";"0,00"
"2020-10-20";0;"0,00";"0,00";0;0;"0,00";1;"31,86";"17,30";"14,56"
"2020-10-23";0;"0,00";"0,00";0;1;"42,02";0;"0,00";"0,00";"0,00"
"2020-10-24";0;"0,00";"0,00";0;2;"55,96";4;"133,40";"75,44";"57,96"
"2020-10-25";0;"0,00";"0,00";0;0;"0,00";1;"13,91";"6,39";"7,52"
"2020-10-26";0;"0,00";"0,00";0;1;"147,04";0;"0,00";"0,00";"0,00"
"2020-10-27";0;"0,00";"0,00";0;1;"146,33";3;"279,98";"202,03";"77,95"
"2020-10-28";0;"0,00";"0,00";0;1;"22,78";1;"39,10";"26,82";"12,28"
"2020-10-30";0;"0,00";"0,00";0;1;"21,83";1;"31,58";"24,58";"7,00"
"2020-10-31";0;"0,00";"0,00";0;0;"0,00";1;"13,25";"6,83";"6,42"
"2020-11-01";0;"0,00";"0,00";0;0;"0,00";1;"20,40";"12,71";"7,69"
"2020-11-05";0;"0,00";"0,00";0;1;"23,58";1;"14,94";"11,12";"3,82"
"2020-11-08";0;"0,00";"0,00";0;1;"17,25";0;"0,00";"0,00";"0,00"
"2020-11-09";0;"0,00";"0,00";0;1;"18,03";0;"0,00";"0,00";"0,00"
"2020-11-10";0;"0,00";"0,00";0;0;"0,00";1;"16,34";"7,91";"8,43"
"2020-11-11";0;"0,00";"0,00";0;1;"11,34";1;"52,08";"36,06";"16,02"
"2020-11-12";0;"0,00";"0,00";0;0;"0,00";1;"32,89";"16,06";"16,83"
"2020-11-14";0;"0,00";"0,00";0;0;"0,00";2;"154,32";"98,47";"55,85"
"2020-11-15";0;"0,00";"0,00";0;0;"0,00";2;"45,85";"29,26";"16,59"
"2020-11-17";0;"0,00";"0,00";0;1;"107,22";2;"36,15";"22,53";"13,62"
"2020-11-18";0;"0,00";"0,00";0;0;"0,00";4;"177,55";"128,42";"49,13"
"2020-11-19";0;"0,00";"0,00";0;1;"14,89";0;"0,00";"0,00";"0,00"
"2020-11-20";0;"0,00";"0,00";0;1;"30,90";2;"34,66";"20,55";"14,11"
"2020-11-22";0;"0,00";"0,00";0;0;"0,00";1;"11,96";"5,94";"6,02"
"2020-11-26";0;"0,00";"0,00";0;1;"157,38";1;"222,46";"166,19";"56,27"
"2020-11-29";0;"0,00";"0,00";0;0;"0,00";1;"18,98";"12,57";"6,41"
"2020-12-04";0;"0,00";"0,00";0;0;"0,00";1;"63,70";"45,99";"17,71"
"2020-12-08";0;"0,00";"0,00";0;1;"122,79";2;"41,60";"27,96";"13,64"
"2020-12-10";0;"0,00";"0,00";0;2;"108,79";0;"0,00";"0,00";"0,00"
